Collection,ID,Title,Description,Source,URL,Deadline
grants.gov,274998,Adventure Clubs of San Diego Refuges,Adventure Clubs of San Diego Refuges,grants.gov,,04072015
grants.gov,274999,"GLRI93: Six Month Youth Team &#8211; Wetland Restoration, NOI- Not a Request for Applicants","GLRI93: Six Month Youth Team &#8211; Wetland Restoration, NOI- Not a Request for Applicants",grants.gov,,05132015
grants.gov,275000,Personal Responsibility Education Program (PREP) Competitive Grants under the Affordable Care Act (ACA),Personal Responsibility Education Program (PREP) Competitive Grants under the Affordable Care Act (ACA),grants.gov,,05052015
grants.gov,275001,Logistical Support for Violence Prevention Program,Logistical Support for Violence Prevention Program,grants.gov,,05052015
grants.gov,275002,Drug Prevention Curriculum for the Atlantic Coast of Honduras,Drug Prevention Curriculum for the Atlantic Coast of Honduras,grants.gov,,05052015
grants.gov,275003,FY2015 Team Nutrition Training Grants,FY2015 Team Nutrition Training Grants,grants.gov,,05192015
grants.gov,275004,"ASSISTING FEDERAL FACILITIES WITH ENERGY CONSERVATION TECHNOLOGIES (AFFECT), FY 2015","ASSISTING FEDERAL FACILITIES WITH ENERGY CONSERVATION TECHNOLOGIES (AFFECT), FY 2015",grants.gov,,05202015
grants.gov,275005,"FY15 Announcement of Anticipated Availability of Funds for Support for Expectant and Parenting Teens, Women, Fathers and Their Families","FY15 Announcement of Anticipated Availability of Funds for Support for Expectant and Parenting Teens, Women, Fathers and Their Families",grants.gov,,05182015
grants.gov,275006,Human Rights Support Mechanism,Human Rights Support Mechanism,grants.gov,,03272015
grants.gov,275007,Anchorage Lakes Elodea Eradication Project,Anchorage Lakes Elodea Eradication Project,grants.gov,,03202015
grants.gov,275009,Office of Special Education and Rehabilitative Services (OSERS): Rehabilitation Services Administration (RSA): Rehabilitation Short Term Training Program CFDA Number 84.246K,Office of Special Education and Rehabilitative Services (OSERS): Rehabilitation Services Administration (RSA): Rehabilitation Short Term Training Program CFDA Number 84.246K,grants.gov,,04232015
grants.gov,275010,FY 2015 Small Business Innovation Research (SBIR) Program,FY 2015 Small Business Innovation Research (SBIR) Program,grants.gov,,05152015
grants.gov,275011,FY 2015 Notice of Funding Opportunity for NGO Programs Benefiting Burmese and Other Urban Refugees and Asylum Seekers in Malaysia and Thailand,FY 2015 Notice of Funding Opportunity for NGO Programs Benefiting Burmese and Other Urban Refugees and Asylum Seekers in Malaysia and Thailand,grants.gov,,04132015
grants.gov,275012,BJA FY 15 National Sexual Assault Kit Initiative (SAKI),BJA FY 15 National Sexual Assault Kit Initiative (SAKI),grants.gov,,05072015
grants.gov,275013,BJA FY 15 The Sexual Assault Kit Initiative: National Training and Technical Assistance,BJA FY 15 The Sexual Assault Kit Initiative: National Training and Technical Assistance,grants.gov,,05072015
grants.gov,275014,YMCA:  Engaging the Next Generation Community Coordinator Position,YMCA:  Engaging the Next Generation Community Coordinator Position,grants.gov,,03192015
grants.gov,275016,Face Forward 3-Intermediary and Community Grants,Face Forward 3-Intermediary and Community Grants,grants.gov,,04232015
grants.gov,275018,Schuylkill River Greenway National Heritage Area,Schuylkill River Greenway National Heritage Area,grants.gov,,03182015
grants.gov,275019,Academic Collaboration for Cybersecurity of Energy Delivery Systems Research and Development for the Energy Sector,Academic Collaboration for Cybersecurity of Energy Delivery Systems Research and Development for the Energy Sector,grants.gov,,05122015
grants.gov,275021,"U.S. Nuclear Regulatory Commission Funding Opportunity Announcement (FOA), Scholarship and Fellowship Education Grant, Fiscal Year (FY) 2015.","U.S. Nuclear Regulatory Commission Funding Opportunity Announcement (FOA), Scholarship and Fellowship Education Grant, Fiscal Year (FY) 2015.",grants.gov,,04172015
grants.gov,275022,"FY15 DoD Joint En Route Care Training System of Systems Initiative: Hand-Offs, Patient Transfers, and Systems Interoperability","FY15 DoD Joint En Route Care Training System of Systems Initiative: Hand-Offs, Patient Transfers, and Systems Interoperability",grants.gov,,08052015
grants.gov,275023,Track II Initiatives,Track II Initiatives,grants.gov,,04302015
grants.gov,275024,Inflow Dataset Extension Cooperative Agreement,Inflow Dataset Extension Cooperative Agreement,grants.gov,,03172015
grants.gov,275025,Building Capacity of Professional Planners to Address Public Health Goals,Building Capacity of Professional Planners to Address Public Health Goals,grants.gov,,05152015
grants.gov,275026,FSIS FERN Cooperative Agreements,FSIS FERN Cooperative Agreements,grants.gov,,04202015
grants.gov,275029,FY 2015 SportsUnited: International Sports Programming Initiative (ISPI),FY 2015 SportsUnited: International Sports Programming Initiative (ISPI),grants.gov,,05082015
grants.gov,275031,Selma Montgomery Commemorative Event,Selma Montgomery Commemorative Event,grants.gov,,03202015
grants.gov,275032,Market Development Cooperator Program 2015,Market Development Cooperator Program 2015,grants.gov,,04272015
grants.gov,275033,ROSES 2015: IceBridge Observations,ROSES 2015: IceBridge Observations,grants.gov,,05182015
grants.gov,275034,Youth Exchange Program &#8211; NASA Space Camp,Youth Exchange Program &#8211; NASA Space Camp,grants.gov,,04102015
grants.gov,275035,Advancing Mechanistic Probiotic/Prebiotic and Human Microbiome Research (R01),Advancing Mechanistic Probiotic/Prebiotic and Human Microbiome Research (R01),grants.gov,,07252018
grants.gov,275036,SECURING WATER FOR FOOD (SWFF),SECURING WATER FOR FOOD (SWFF),grants.gov,,05222015
grants.gov,275037,"Award Competitions for Hollings Manufacturing Extension Partnership (MEP) Centers in the States of Alaska, Idaho, Illinois, Minnesota, New Jersey, New York, Ohio, Oklahoma, Utah, Washington, West Virginia and Wisconsin","Award Competitions for Hollings Manufacturing Extension Partnership (MEP) Centers in the States of Alaska, Idaho, Illinois, Minnesota, New Jersey, New York, Ohio, Oklahoma, Utah, Washington, West Virginia and Wisconsin",grants.gov,,06012015
grants.gov,275038,Creating Social and Economic Opportunity to Strengthen Citizen Security; Promoting Transparency to Encourage a Culture that Resists Corruption,Creating Social and Economic Opportunity to Strengthen Citizen Security; Promoting Transparency to Encourage a Culture that Resists Corruption,grants.gov,,04302015
grants.gov,275040,HHS/ACL/NIDILRR: Disability and Rehabilitation Research Projects and Centers  Program: Minority-Serving Institution (MSI) Field Initiated Program (Research) CFDA Number 84.133G-4,HHS/ACL/NIDILRR: Disability and Rehabilitation Research Projects and Centers  Program: Minority-Serving Institution (MSI) Field Initiated Program (Research) CFDA Number 84.133G-4,grants.gov,,05112015
grants.gov,275042,HHS/ACL/NIDILRR: Disability and Rehabilitation Research Projects and Centers Program: Minority-Serving Institution (MSI) Field Initiated Program (Development) CFDA Number 84.133G-5 is ED-GRANTS-030615-002,HHS/ACL/NIDILRR: Disability and Rehabilitation Research Projects and Centers Program: Minority-Serving Institution (MSI) Field Initiated Program (Development) CFDA Number 84.133G-5 is ED-GRANTS-030615-002,grants.gov,,05112015
grants.gov,275043,Availability of Administrative Supplements to NIGMS Predoctoral Training Grants (Admin Supp),Availability of Administrative Supplements to NIGMS Predoctoral Training Grants (Admin Supp),grants.gov,,04302015
grants.gov,275045,ROSES 2015: Surface Water and Ocean Topography (SWOT) Science Team,ROSES 2015: Surface Water and Ocean Topography (SWOT) Science Team,grants.gov,,05152015
grants.gov,275047,University Centers for Excellence in Developmental Disabilities,University Centers for Excellence in Developmental Disabilities,grants.gov,,05112015
grants.gov,275049,"U.S. Nuclear Regulatory Commission Funding Opportunity Announcement (FOA), Faculty Development Grant, Fiscal Year (FY) 2015","U.S. Nuclear Regulatory Commission Funding Opportunity Announcement (FOA), Faculty Development Grant, Fiscal Year (FY) 2015",grants.gov,,04202015
grants.gov,275050,USGS/WHOI Cooperative Agreement for Submission to the Woods Hole Science Center,USGS/WHOI Cooperative Agreement for Submission to the Woods Hole Science Center,grants.gov,,04012015
grants.gov,275051,Eastern Tallgrass Prairie and Big Rivers Landscape Conservation Cooperative,Eastern Tallgrass Prairie and Big Rivers Landscape Conservation Cooperative,grants.gov,,03162015
grants.gov,275052,Energy Cooperatives to support the National Coal Resources Data System (NCRDS),Energy Cooperatives to support the National Coal Resources Data System (NCRDS),grants.gov,,04142015
grants.gov,275053,Visitor Use Management Research at Delaware Water Gap National Recreation Area,Visitor Use Management Research at Delaware Water Gap National Recreation Area,grants.gov,,
grants.gov,275054,ROSES 2015: Cryospheric Science,ROSES 2015: Cryospheric Science,grants.gov,,07292015
grants.gov,275055,Affordable Care Act Program for Early Detection of Certain Medical Conditions Related to Environmental Health Hazards,Affordable Care Act Program for Early Detection of Certain Medical Conditions Related to Environmental Health Hazards,grants.gov,,05112015
grants.gov,275056,FY16 Communications and Networks Discovery and Invention,FY16 Communications and Networks Discovery and Invention,grants.gov,,06302015
grants.gov,275057,Kentucky State CIG 2015,Kentucky State CIG 2015,grants.gov,,05222015
grants.gov,275058,Development of a Stationary Pit Tag System for Use in the Colorado River Basin and its Tributaries,Development of a Stationary Pit Tag System for Use in the Colorado River Basin and its Tributaries,grants.gov,,03242015
grants.gov,275059,"U.S. Nuclear Regulatory Commission Funding Opportunity Announcement, Trade School and Community College Scholarship Grant, Fiscal Year (FY) 2015","U.S. Nuclear Regulatory Commission Funding Opportunity Announcement, Trade School and Community College Scholarship Grant, Fiscal Year (FY) 2015",grants.gov,,04202015
grants.gov,275060,Request for Application for NIST JILA Institutional Cooperative Agreement Renewal,Request for Application for NIST JILA Institutional Cooperative Agreement Renewal,grants.gov,,04152015
grants.gov,275064,HHS/ACL/NIDILRR: Advanced Rehabilitation Research Training (ARRT) Program: Community Living and Participation CFDA Number 84.133P-1,HHS/ACL/NIDILRR: Advanced Rehabilitation Research Training (ARRT) Program: Community Living and Participation CFDA Number 84.133P-1,grants.gov,,05112015
grants.gov,275065,Family Violence Prevention and Services Discretionary Grant Program/National Domestic Violence Hotline,Family Violence Prevention and Services Discretionary Grant Program/National Domestic Violence Hotline,grants.gov,,05112015
grants.gov,275066,HHS/ACL/NIDILRR: Advanced Rehabilitation Research Training (ARRT) Program: Employment CFDA Number 84.133P-3,HHS/ACL/NIDILRR: Advanced Rehabilitation Research Training (ARRT) Program: Employment CFDA Number 84.133P-3,grants.gov,,05112015
grants.gov,275067,Administrative Supplements for Research on HIV/AIDS and Aging (Admin Supp),Administrative Supplements for Research on HIV/AIDS and Aging (Admin Supp),grants.gov,,05152015
grants.gov,275068,HHS/ACL/NIDILRR: Advanced Rehabilitation Research Training (ARRT) Program: Health and Function CFDA Number 84.133P-4,HHS/ACL/NIDILRR: Advanced Rehabilitation Research Training (ARRT) Program: Health and Function CFDA Number 84.133P-4,grants.gov,,05112015
grants.gov,275069,FY15 LOCOMOTIVE PERFORMANCE AND ENGINE DURABILITY ASSESSMENT OF B5 TO B20 BIODIESEL FUEL USAGE,FY15 LOCOMOTIVE PERFORMANCE AND ENGINE DURABILITY ASSESSMENT OF B5 TO B20 BIODIESEL FUEL USAGE,grants.gov,,03202015
grants.gov,275070,Brandeis,Brandeis,grants.gov,,04292015
grants.gov,275071,"Deaths in Custody Reporting Program and Annual Survey of Jails, 2016-2020","Deaths in Custody Reporting Program and Annual Survey of Jails, 2016-2020",grants.gov,,05112015
grants.gov,275072,Career Discovery Internship Program,Career Discovery Internship Program,grants.gov,,03182015
grants.gov,275073,OVC FY 15 Enhanced Collaborative Model to Combat Human Trafficking Competitive Solicitation,OVC FY 15 Enhanced Collaborative Model to Combat Human Trafficking Competitive Solicitation,grants.gov,,05112015
grants.gov,275075,"BLM OR/WA, Horning Seed Orchard Education and Support","BLM OR/WA, Horning Seed Orchard Education and Support",grants.gov,,05112015
grants.gov,275076,Notice of Intent to Award: Post Hurricane Sandy - Science Communication Outreach about Coastal Storms,Notice of Intent to Award: Post Hurricane Sandy - Science Communication Outreach about Coastal Storms,grants.gov,,03192015
grants.gov,275079,Dialogues on Democracy between American and Indian Youth,Dialogues on Democracy between American and Indian Youth,grants.gov,,05112015
grants.gov,275080,The USAID/Afghanistan Development Innovation Accelerator,The USAID/Afghanistan Development Innovation Accelerator,grants.gov,,04092015
grants.gov,275081,"Strengthening Clinical Services for Men Who Have Sex with Men, Transgender, and Bisexual Populations Living with HIV/STI in the Dominican Republic under PEPFAR (Award Category U2G)","Strengthening Clinical Services for Men Who Have Sex with Men, Transgender, and Bisexual Populations Living with HIV/STI in the Dominican Republic under PEPFAR (Award Category U2G)",grants.gov,,05102015
grants.gov,275082,Minor Use Minor Species Development of Drugs; Research Project Grant (R01),Minor Use Minor Species Development of Drugs; Research Project Grant (R01),grants.gov,,01132018
